"COUNTRY","Country","SEX","Sex","FIELD","Field of education","COUNTRY_ORIGIN","Country of origin","ISC11_LEVEL","Level of education","ISC11P_CAT","Category of education","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,1107,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,1218,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,1531,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,1888,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,2632,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,3054,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,3438,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,382,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,465,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,697,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,758,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,834,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,1111,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,1344,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,1831,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,2035,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,2232,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,148,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,183,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,255,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,307,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,348,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,388,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,493,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,750,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,940,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,1130,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,14,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,27,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,24,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,42,,
"POL","Poland","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,36,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,32,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,51,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,51,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,79,,
"POL","Poland","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,76,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,11855,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,11954,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,11541,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,11388,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,11376,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,9305,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,9476,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,9054,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,9127,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,9331,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,7513,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,7299,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,7058,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,6967,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,6950,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,5802,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,5805,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,5517,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,5450,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,5462,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,2633,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,2970,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,2933,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,2852,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,2835,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,2331,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,2524,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,2444,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,2444,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,2577,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,1709,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,1685,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,1550,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,1523,,
"PRT","Portugal","F","Women","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,1486,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,1172,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,1147,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,1093,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,1216,,
"PRT","Portugal","M","Men","F05","Natural sciences, mathematics and statistics","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,1257,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,1216,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,1122,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,1085,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,1258,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,1480,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,5380,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,5099,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,4840,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,6079,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,7140,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,739,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,635,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,578,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,641,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,708,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,3816,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,3571,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,3269,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,3401,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,3637,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,342,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,356,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,377,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,412,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,516,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,1089,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,1117,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,1054,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,1133,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,1302,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,135,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,131,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,121,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,106,,
"PRT","Portugal","F","Women","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,116,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,475,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,411,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,397,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,404,,
"PRT","Portugal","M","Men","F06","Information and Communication Technologies","W0","World (all entities, including reference area, including IO)","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,375,,
"PRT","Portugal","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,22465,,
"PRT","Portugal","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,21550,,
"PRT","Portugal","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,19718,,
"PRT","Portugal","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,20241,,
"PRT","Portugal","F","Women","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,19991,,
"PRT","Portugal","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,60951,,
"PRT","Portugal","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,57845,,
"PRT","Portugal","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,54962,,
"PRT","Portugal","M","Men","F07","Engineering, manufacturing and construction","W0","World (all entities, including reference area, including IO)","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,55669,,
