"COUNTRY","Country","SEX","Sex","FIELD","Field of education","COUNTRY_ORIGIN","Country of origin","ISC11_LEVEL","Level of education","ISC11P_CAT","Category of education","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,2550,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,2629,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,2616,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,2809,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,2306,,
"FRA","France","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,2338,,
"FRA","France","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,2336,,
"FRA","France","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,2314,,
"FRA","France","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,2318,,
"FRA","France","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,2667,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,5859,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,5848,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,5637,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,5583,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L7","Master’s or equivalent level (ISCED2011 level 7)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,6362,,
"FRA","France","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,527,,
"FRA","France","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,534,,
"FRA","France","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,523,,
"FRA","France","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,503,,
"FRA","France","F","Women","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,481,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,1082,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,1028,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,1033,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,949,,
"FRA","France","M","Men","F06","Information and Communication Technologies","W1","Rest of the World ","L8","Doctoral or equivalent level  (ISCED2011 level 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,890,,
"FRA","France","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,10900,,
"FRA","France","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,11526,,
"FRA","France","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,11651,,
"FRA","France","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,12431,,
"FRA","France","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,13773,,
"FRA","France","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,22606,,
"FRA","France","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,23078,,
"FRA","France","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,23663,,
"FRA","France","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,25646,,
"FRA","France","M","Men","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","T","All educational programmes","2017","2017","PER","Persons","0","Units",,,28001,,
"FRA","France","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2013","2013","PER","Persons","0","Units",,,1526,,
"FRA","France","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2014","2014","PER","Persons","0","Units",,,1658,,
"FRA","France","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2015","2015","PER","Persons","0","Units",,,1631,,
"FRA","France","F","Women","F07","Engineering, manufacturing and construction","W1","Rest of the World ","L6","Bachelor’s or equivalent level (ISCED2011 level 6)","T","All educational programmes","2016","2016","PER","Persons","0","Units",,,1906,,
