"country","sex","field","level.of.education","year","percent","flags"
"Russia","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.481,""
"Russia","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,14.218,""
"Russia","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,5.89,""
"Russia","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.448,""
"Russia","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.852,""
"Russia","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,4.076,""
"Russia","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,8.163,""
"Russia","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Russia","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,NA,"Data included in another category"
"Slovenia","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Slovenia","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Slovenia","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Slovenia","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Slovenia","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Slovenia","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Slovenia","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.185,""
"Slovenia","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.149,""
"Slovenia","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,20.183,""
"Slovenia","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,4.387,""
"Slovenia","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.285,""
"Slovenia","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.866,""
"Slovenia","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.062,""
"Slovenia","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.58,""
"Slovenia","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.953,""
"Slovenia","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.296,""
"Slovenia","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,27.236,""
"Slovenia","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.672,""
"Slovenia","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.822,""
"Slovenia","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.503,""
"Slovenia","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,14.054,""
"Slovenia","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,8.348,""
"Slovenia","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.878,""
"Slovenia","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.104,""
"Slovenia","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.51,""
"Slovenia","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.505,""
"Slovenia","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,23.394,""
"Slovenia","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,22.849,""
"Slovenia","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.35,""
"Slovenia","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.701,""
"Slovenia","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.849,""
"Slovenia","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.977,""
"Slovenia","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,6.128,""
"Slovenia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,7.236,""
"Slovenia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.008,""
"Slovenia","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.433,""
"Slovenia","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.84,""
"Slovenia","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.725,""
"Slovenia","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.854,""
"Slovenia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,5.356,""
"Slovenia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Slovenia","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.343,""
"Slovenia","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.965,""
"Slovenia","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,28.737,""
"Slovenia","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,5.775,""
"Slovenia","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,28.49,""
"Slovenia","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.447,""
"Slovenia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,32.463,""
"Slovenia","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.824,""
"Slovenia","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.592,""
"Slovenia","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,3.064,""
"Slovenia","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.507,""
"Slovenia","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Slovenia","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.746,""
"Slovenia","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.951,""
"Slovenia","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.058,""
"Slovenia","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,17.325,""
"Slovenia","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,12.08,""
"Slovenia","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,23.171,""
"Slovenia","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.552,""
"Slovenia","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.991,""
"Slovenia","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.173,""
"Slovenia","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,2.269,""
"Slovenia","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,2.45,""
"Slovenia","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.626,""
"Slovenia","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.119,""
"Saudi Arabia","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,43.305,""
"Saudi Arabia","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,21.096,""
"Saudi Arabia","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,33.789,""
"Iceland","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.524,""
"Iceland","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.489,""
"Saudi Arabia","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Saudi Arabia","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.24,""
"Iceland","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.286,""
"Saudi Arabia","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Saudi Arabia","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.396,""
"Saudi Arabia","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,1.296,""
"Saudi Arabia","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.709,""
"Iceland","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.899,""
"Iceland","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,8.932,""
"Iceland","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,3.414,""
"Iceland","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,8.04,""
"Iceland","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,20.02,""
"Iceland","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,11.674,""
"Iceland","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.061,""
"Iceland","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,36.123,""
"Saudi Arabia","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,27.35,""
"Saudi Arabia","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.132,""
"Iceland","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Saudi Arabia","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,3.336,""
"Saudi Arabia","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.052,""
"Saudi Arabia","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.808,""
"Saudi Arabia","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.276,""
"Saudi Arabia","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Iceland","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.456,""
"Saudi Arabia","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.709,""
"Iceland","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.298,""
"Iceland","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.326,""
"Iceland","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.762,""
"Iceland","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,17.952,""
"Iceland","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Saudi Arabia","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.128,""
"Saudi Arabia","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,23.932,""
"Iceland","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.11,""
"Iceland","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Iceland","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Iceland","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Iceland","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2.832,""
