"country","sex","field","level.of.education","year","percent","flags"
"Slovak Republic","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.616,""
"Slovak Republic","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,24.257,""
"Slovak Republic","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,20.146,""
"Slovak Republic","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,11.463,""
"Slovak Republic","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.405,""
"Slovak Republic","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.76,""
"Slovak Republic","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.259,""
"Slovak Republic","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,5.395,""
"Slovak Republic","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,5.055,""
"Slovak Republic","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,18.293,""
"Slovak Republic","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.595,""
"Slovak Republic","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.888,""
"Slovak Republic","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.056,""
"Slovak Republic","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.466,""
"Slovak Republic","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,6.18,""
"Slovak Republic","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.244,""
"Slovak Republic","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.69,""
"Slovak Republic","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.036,""
"Slovak Republic","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,22.827,""
"Slovak Republic","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,5.684,""
"Slovak Republic","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,24.075,""
"Slovak Republic","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.122,""
"Slovak Republic","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,25.952,""
"Slovak Republic","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.818,""
"Slovak Republic","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.739,""
"Slovak Republic","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.283,""
"Slovak Republic","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,2.178,""
"Slovak Republic","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.659,""
"Slovak Republic","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.143,""
"Slovak Republic","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,20.945,""
"Slovak Republic","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.35,""
"Slovak Republic","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,23.472,""
"Slovak Republic","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,12.705,""
"Slovak Republic","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,20.122,""
"Slovak Republic","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.238,""
"Slovak Republic","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.666,""
"Slovak Republic","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.093,""
"Slovak Republic","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,3.351,""
"Slovak Republic","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,8.953,""
"Slovak Republic","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.683,""
"Slovak Republic","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.643,""
"Spain","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Spain","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Spain","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Spain","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Spain","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Spain","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Spain","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,24.482,""
"Spain","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.75,""
"Spain","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,24.249,""
"Spain","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,17.464,""
"Spain","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.885,""
"Spain","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.079,""
"Spain","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.114,""
"Spain","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.651,""
"Spain","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,5.569,""
"Spain","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,5.021,""
"Spain","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,17.594,""
"Spain","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.707,""
"Spain","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.945,""
"Spain","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.284,""
"Spain","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,8.811,""
"Spain","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,5.845,""
"Spain","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.538,""
"Spain","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.941,""
"Spain","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.757,""
"Spain","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.915,""
"Spain","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,16.597,""
"Spain","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,20.337,""
"Spain","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.02,""
"Spain","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.023,""
"Spain","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.782,""
"Spain","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.2,""
"Spain","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,3.691,""
"Spain","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4.761,""
"Spain","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,28.204,""
"Spain","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,29.435,""
"Spain","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.6,""
"Spain","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.166,""
"Spain","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.597,""
"Spain","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,3.693,""
"Spain","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.362,""
"Spain","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.636,""
"Spain","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.885,""
"Spain","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,22.384,""
"Spain","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,8.799,""
"Spain","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,19.807,""
"Spain","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.124,""
"Spain","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.565,""
"Spain","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.603,""
"Spain","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.577,""
"Spain","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.838,""
"Spain","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.972,""
"Spain","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.907,""
"Spain","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.841,""
"Spain","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.597,""
"Spain","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.325,""
"Spain","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,26.108,""
"Spain","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,15.595,""
"Spain","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,18.951,""
"Spain","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.406,""
"Spain","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.234,""
"Spain","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.749,""
"Spain","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,3.741,""
"Spain","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,5.505,""
"Spain","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.414,""
"Spain","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.366,""
"Sweden","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Sweden","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Sweden","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Sweden","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Sweden","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Sweden","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Sweden","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,16.665,""
"Sweden","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.902,""
"Sweden","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,19.739,""
"Sweden","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,9.409,""
"Sweden","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.948,""
"Sweden","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.679,""
"Sweden","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.9,""
"Sweden","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.786,""
"Sweden","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,4.452,""
"Sweden","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,3.322,""
"Sweden","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.861,""
"Sweden","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.529,""
"Sweden","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.963,""
"Sweden","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,16.359,""
"Sweden","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,10.89,""
"Sweden","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,8.777,""
"Sweden","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.562,""
"Sweden","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.125,""
"Sweden","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.391,""
"Sweden","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.973,""
"Sweden","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,16.486,""
"Sweden","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,17.5,""
"Sweden","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.701,""
"Sweden","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.545,""
"Sweden","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.031,""
"Sweden","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.156,""
"Sweden","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4.196,""
"Sweden","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,5.107,""
"Sweden","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,18.199,""
"Sweden","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,22.036,""
"Sweden","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.179,""
"Sweden","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.326,""
"Sweden","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,1.012,""
"Sweden","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,3.405,""
"Sweden","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.961,""
"Sweden","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.074,""
"Sweden","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.023,""
"Sweden","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,22.617,""
"Sweden","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,13.869,""
"Sweden","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,39.145,""
"Sweden","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,16.41,""
"Sweden","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,31.858,""
"Sweden","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.511,""
"Sweden","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.469,""
"Sweden","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.937,""
"Sweden","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.595,""
"Sweden","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.899,""
"Sweden","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.781,""
"Sweden","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,34.386,""
"Sweden","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.655,""
"Sweden","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,27.976,""
"Sweden","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,12.2,""
"Sweden","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,36.151,""
"Sweden","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,21.221,""
"Sweden","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.95,""
"Sweden","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.757,""
"Sweden","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.443,""
"Sweden","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.54,""
"Sweden","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.308,""
"Sweden","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.153,""
"Switzerland","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Switzerland","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Switzerland","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Switzerland","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Switzerland","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Switzerland","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Switzerland","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.988,""
"Switzerland","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.038,""
"Switzerland","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,17.407,""
"Switzerland","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,10.713,""
"Switzerland","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.476,""
"Switzerland","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.004,""
"Switzerland","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.081,""
"Switzerland","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.549,""
"Switzerland","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,12.633,""
"Switzerland","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,8.068,""
"Switzerland","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.903,""
"Switzerland","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.463,""
"Switzerland","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.2,""
"Switzerland","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.268,""
"Switzerland","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,14.963,""
"Switzerland","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,5.764,""
"Switzerland","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.065,""
"Switzerland","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.939,""
"Switzerland","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,27.469,""
"Switzerland","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,31.057,""
"Switzerland","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,26.948,""
"Switzerland","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,33.83,""
"Switzerland","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.481,""
"Switzerland","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.044,""
"Switzerland","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.384,""
"Switzerland","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.552,""
"Switzerland","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,7.785,""
"Switzerland","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,9.875,""
"Switzerland","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,29.602,""
"Switzerland","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,33.799,""
"Switzerland","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.531,""
"Switzerland","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.007,""
"Switzerland","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.356,""
"Switzerland","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2.707,""
"Switzerland","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.292,""
"Switzerland","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.197,""
"Switzerland","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.559,""
"Switzerland","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,28.997,""
"Switzerland","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,6.037,""
"Switzerland","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,19.541,""
"Switzerland","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.849,""
"Switzerland","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,19.17,""
"Switzerland","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.804,""
"Switzerland","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.842,""
"Switzerland","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.995,""
"Switzerland","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.482,""
"Switzerland","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.113,""
"Switzerland","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.266,""
"Switzerland","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,28.127,""
"Switzerland","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.804,""
"Switzerland","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,12.357,""
"Switzerland","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,6.268,""
"Switzerland","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,24.22,""
"Switzerland","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,17.118,""
"Switzerland","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.857,""
"Switzerland","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.886,""
"Switzerland","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.518,""
"Switzerland","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,1.753,""
"Switzerland","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Switzerland","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Turkey","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Turkey","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"Turkey","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Turkey","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"Turkey","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Turkey","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"Turkey","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,16.069,""
"Turkey","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.059,""
"Turkey","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,5.531,""
"Turkey","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,3.532,""
"Turkey","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.777,""
"Turkey","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.428,""
"Turkey","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.258,""
"Turkey","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.524,""
"Turkey","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.237,""
"Turkey","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.158,""
"Turkey","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.122,""
"Turkey","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,16.564,""
"Turkey","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,14.669,""
"Turkey","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.41,""
"Turkey","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,7.857,""
"Turkey","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,5.547,""
"Turkey","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.77,""
"Turkey","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.53,""
"Turkey","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,25.661,""
"Turkey","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,35.308,""
"Turkey","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,26.237,""
"Turkey","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,29.97,""
