"","country","sex","field","level.of.education","year","percent","flags"
"2564","Switzerland","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,24.22,""
"2565","Switzerland","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,17.118,""
"2566","Switzerland","T","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.904,""
"2567","Switzerland","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.857,""
"2568","Switzerland","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.886,""
"2569","Switzerland","T","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,1.149,""
"2570","Switzerland","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0.518,""
"2571","Switzerland","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,1.753,""
"2572","Switzerland","T","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2573","Switzerland","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2574","Switzerland","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2575","Turkey","T","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2576","Turkey","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2577","Turkey","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2578","Turkey","T","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2579","Turkey","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2580","Turkey","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2581","Turkey","T","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2582","Turkey","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2583","Turkey","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2584","Turkey","T","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.716,""
"2585","Turkey","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,16.069,""
"2586","Turkey","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.059,""
"2587","Turkey","T","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,4.447,""
"2588","Turkey","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,5.531,""
"2589","Turkey","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,3.532,""
"2590","Turkey","T","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.578,""
"2591","Turkey","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.777,""
"2592","Turkey","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.428,""
"2593","Turkey","T","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.515,""
"2594","Turkey","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.258,""
"2595","Turkey","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.524,""
"2596","Turkey","T","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.194,""
"2597","Turkey","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.237,""
"2598","Turkey","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.158,""
"2599","Turkey","T","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.368,""
"2600","Turkey","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.122,""
"2601","Turkey","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,16.564,""
"2602","Turkey","T","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.589,""
"2603","Turkey","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,14.669,""
"2604","Turkey","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.41,""
"2605","Turkey","T","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,6.604,""
"2606","Turkey","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,7.857,""
"2607","Turkey","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,5.547,""
"2608","Turkey","T","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.668,""
"2609","Turkey","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.77,""
"2610","Turkey","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.53,""
"2611","Turkey","T","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,30.275,""
"2612","Turkey","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,25.661,""
"2613","Turkey","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,35.308,""
"2614","Turkey","T","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,28.261,""
"2615","Turkey","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,26.237,""
"2616","Turkey","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,29.97,""
"2617","Turkey","T","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.194,""
"2618","Turkey","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.939,""
"2619","Turkey","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.397,""
"2620","Turkey","T","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.701,""
"2621","Turkey","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.088,""
"2622","Turkey","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.28,""
"2623","Turkey","T","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,5.643,""
"2624","Turkey","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,7.019,""
"2625","Turkey","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4.481,""
"2626","Turkey","T","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,18.693,""
"2627","Turkey","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,22.027,""
"2628","Turkey","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.494,""
"2629","Turkey","T","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.184,""
"2630","Turkey","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.094,""
"2631","Turkey","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.283,""
"2632","Turkey","T","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.57,""
"2633","Turkey","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.374,""
"2634","Turkey","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,0.736,""
"2635","Turkey","T","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.215,""
"2636","Turkey","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.101,""
"2637","Turkey","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.324,""
"2638","Turkey","T","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,14.913,""
"2639","Turkey","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.832,""
"2640","Turkey","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,20.457,""
"2641","Turkey","T","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,10.275,""
"2642","Turkey","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,8.082,""
"2643","Turkey","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,12.125,""
"2644","Turkey","T","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,18.941,""
"2645","Turkey","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.27,""
"2646","Turkey","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,22.464,""
"2647","Turkey","T","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.255,""
"2648","Turkey","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.92,""
"2649","Turkey","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.62,""
"2650","Turkey","T","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,4.99,""
"2651","Turkey","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,3.832,""
"2652","Turkey","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,5.968,""
"2653","Turkey","T","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.706,""
"2654","Turkey","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.176,""
"2655","Turkey","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.214,""
"2656","Turkey","T","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.782,""
"2657","Turkey","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.884,""
"2658","Turkey","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.397,""
"2659","Turkey","T","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,24.234,""
"2660","Turkey","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,29.224,""
"2661","Turkey","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,20.024,""
"2662","Turkey","T","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.916,""
"2663","Turkey","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.601,""
"2664","Turkey","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.381,""
"2665","Turkey","T","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.07,""
"2666","Turkey","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.526,""
"2667","Turkey","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.663,""
"2668","Turkey","T","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,8.781,""
"2669","Turkey","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,5.607,""
"2670","Turkey","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,11.459,""
"2671","Turkey","T","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.72,""
"2672","Turkey","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.216,""
"2673","Turkey","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.204,""
"2674","United Kingdom","T","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.929,""
"2675","United Kingdom","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.006,""
"2676","United Kingdom","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.825,""
"2677","United Kingdom","T","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0.033,""
"2678","United Kingdom","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0.032,""
"2679","United Kingdom","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0.036,""
"2680","United Kingdom","T","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.011,""
"2681","United Kingdom","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.015,""
"2682","United Kingdom","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.007,""
"2683","United Kingdom","T","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.16,""
"2684","United Kingdom","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.351,""
"2685","United Kingdom","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.238,""
"2686","United Kingdom","T","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,16.867,""
"2687","United Kingdom","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,20.142,""
"2688","United Kingdom","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,12.019,""
"2689","United Kingdom","T","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.711,""
"2690","United Kingdom","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.378,""
"2691","United Kingdom","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.24,""
"2692","United Kingdom","T","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.263,""
"2693","United Kingdom","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,21.784,""
"2694","United Kingdom","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.901,""
"2695","United Kingdom","T","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,9.54,""
"2696","United Kingdom","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,10.544,""
"2697","United Kingdom","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,8.054,""
"2698","United Kingdom","T","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.95,""
"2699","United Kingdom","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,17.758,""
"2700","United Kingdom","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.356,""
"2701","United Kingdom","T","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12.638,""
"2702","United Kingdom","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.543,""
"2703","United Kingdom","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.432,""
"2704","United Kingdom","T","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,12.118,""
"2705","United Kingdom","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,13.191,""
"2706","United Kingdom","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,10.528,""
"2707","United Kingdom","T","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,9.357,""
"2708","United Kingdom","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.178,""
"2709","United Kingdom","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.633,""
"2710","United Kingdom","T","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.272,""
"2711","United Kingdom","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.999,""
"2712","United Kingdom","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,20.969,""
"2713","United Kingdom","T","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,28.999,""
"2714","United Kingdom","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,26.967,""
"2715","United Kingdom","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,32.008,""
"2716","United Kingdom","T","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.389,""
"2717","United Kingdom","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.044,""
"2718","United Kingdom","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.692,""
"2719","United Kingdom","T","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,16.96,""
"2720","United Kingdom","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.879,""
"2721","United Kingdom","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.401,""
"2722","United Kingdom","T","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,8.262,""
"2723","United Kingdom","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,8.374,""
"2724","United Kingdom","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,8.096,""
"2725","United Kingdom","T","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,29.066,""
"2726","United Kingdom","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,29.395,""
"2727","United Kingdom","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,28.776,""
"2728","United Kingdom","T","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.056,""
"2729","United Kingdom","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.093,""
"2730","United Kingdom","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.006,""
"2731","United Kingdom","T","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,2.833,""
"2732","United Kingdom","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,1.394,""
"2733","United Kingdom","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,4.963,""
"2734","United Kingdom","T","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.915,""
"2735","United Kingdom","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.139,""
"2736","United Kingdom","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.481,""
"2737","United Kingdom","T","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.194,""
"2738","United Kingdom","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.936,""
"2739","United Kingdom","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.205,""
"2740","United Kingdom","T","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,9.693,""
"2741","United Kingdom","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,5.323,""
"2742","United Kingdom","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,16.164,""
"2743","United Kingdom","T","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.738,""
"2744","United Kingdom","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,8.435,""
"2745","United Kingdom","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,20.296,""
"2746","United Kingdom","T","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.962,""
"2747","United Kingdom","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.186,""
"2748","United Kingdom","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0.663,""
"2749","United Kingdom","T","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.672,""
"2750","United Kingdom","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.67,""
"2751","United Kingdom","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,0.675,""
"2752","United Kingdom","T","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.098,""
"2753","United Kingdom","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.419,""
"2754","United Kingdom","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.815,""
"2755","United Kingdom","T","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.568,""
"2756","United Kingdom","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.223,""
"2757","United Kingdom","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.36,""
"2758","United Kingdom","T","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,10.982,""
"2759","United Kingdom","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,13.363,""
"2760","United Kingdom","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,7.457,""
"2761","United Kingdom","T","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,15.766,""
"2762","United Kingdom","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,19.238,""
"2763","United Kingdom","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.704,""
"2764","United Kingdom","T","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2765","United Kingdom","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2766","United Kingdom","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2767","United Kingdom","T","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2768","United Kingdom","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2769","United Kingdom","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2770","United Kingdom","T","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2771","United Kingdom","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2772","United Kingdom","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2773","United States","T","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2774","United States","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2775","United States","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"2776","United States","T","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2777","United States","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2778","United States","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"2779","United States","T","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2780","United States","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2781","United States","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"2782","United States","T","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.351,""
"2783","United States","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,6.166,""
"2784","United States","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.921,""
"2785","United States","T","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,16.127,""
"2786","United States","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,21.143,""
"2787","United States","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,8.969,""
"2788","United States","T","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,16.727,""
"2789","United States","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,22.831,""
"2790","United States","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.569,""
"2791","United States","T","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,14.218,""
"2792","United States","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.018,""
"2793","United States","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,13.145,""
"2794","United States","T","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.475,""
"2795","United States","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,5.797,""
"2796","United States","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,7.442,""
"2797","United States","T","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.528,""
"2798","United States","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.391,""
"2799","United States","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.665,""
"2800","United States","T","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.307,""
"2801","United States","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,20.68,""
"2802","United States","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,15.129,""
"2803","United States","T","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,6.86,""
"2804","United States","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,8.223,""
"2805","United States","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,4.914,""
"2806","United States","T","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.793,""
"2807","United States","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,17.032,""
"2808","United States","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,10.527,""
"2809","United States","T","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,19.759,""
"2810","United States","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,16.415,""
"2811","United States","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,24.238,""
"2812","United States","T","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,27.006,""
"2813","United States","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,22.348,""
"2814","United States","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,33.653,""
"2815","United States","T","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.571,""
"2816","United States","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.141,""
"2817","United States","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.006,""
"2818","United States","T","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.86,""
